department,course_id,course_name,quality,num_of_reviews,distribs,layup
PSYC,PSYC050.04,Sleep and Sleep Disorders,2,4,SCI,-3
PSYC,PSYC050.07,Exotic Sensory Systems,8,-14,SCI,-7
PSYC,PSYC050.08,Neurobiology of Learning and Memory,3,1,SCI,-8
PSYC,PSYC050.09,"Motivation, Drugs, and Addiction",4,1,SCI,0
PSYC,PSYC050.10,The Rhythmic Brain,0,0,SCI,0
PSYC,PSYC050.12,Neuroscience of Stress,0,1,SCI,-1
PSYC,PSYC050.13,Hemispheric Differences in the Human Brain,0,0,,0
PSYC,PSYC050.14,Functional Neuroimaging of Psychiatric Disorders,1,1,SCI,0
PSYC,PSYC050,Issues in Neuroscience,55,4,,1
PSYC,PSYC051.01,The Neuroscience of the mind-body problem,1,2,SOC,1
PSYC,PSYC051.02,Face Perception,3,3,SOC,4
PSYC,PSYC051.03,Mind and Brain,0,0,SOC,0
PSYC,PSYC051.04,Attention,0,0,SOC,0
PSYC,PSYC051.05,A History of Psychology and Neuroscience,0,0,SOC,0
PSYC,PSYC051.06,Representation and Brain,0,0,,0
PSYC,PSYC051.07,Understanding the Frontal Lobes,0,0,,0
PSYC,PSYC051.09,Human Memory,5,0,SOC,1
PSYC,PSYC051.10,Perceptual Learning and Skill Acquisition,0,0,,0
PSYC,PSYC051.11,Thinking About Thinking,0,0,SOC,0
PSYC,PSYC051.12,Visual Intelligence,2,2,SCI,0
PSYC,PSYC051.13,Psycholinguistics,0,0,"SOC, SCI",0
PSYC,PSYC051.14,Sustainable Choices: Understanding Human Cognition To Save The Planet,0,1,SOC,0
PSYC,PSYC051,Issues in Information Processing,14,1,,1
PSYC,PSYC052.01,Developmental Psychopathology,0,-3,SOC,0
PSYC,PSYC052.03,Animal Behavior,0,0,,0
PSYC,PSYC052.04,Adolescent Risk Behaviors: Corporate and Environmental Influences,2,5,SOC,-1
PSYC,PSYC052.05,Science and Pseudoscience in the Study of Human Behavior,1,4,SOC,2
PSYC,PSYC052.06,Typical and Atypical Neurodevelopment,4,2,SCI,1
PSYC,PSYC052,Issues in Learning and Development,87,10,,1
PSYC,PSYC053.03,Adolescent Risk Behaviors,0,2,SOC,1
PSYC,PSYC053.10,Social and Affective Motivations in Decision-making,1,8,SOC,4
PSYC,PSYC053.11,Comparative Neurobiology of Social Interaction,0,0,SCI,0
PSYC,PSYC053.12,The Behavior of Groups,1,0,SOC,-3
PSYC,PSYC053.13,Social Neuroscience,3,4,SOC,2
PSYC,PSYC053.14,Social Neurocognition,1,6,SOC,6
PSYC,PSYC053.15,Positive Psychology,2,4,SOC,2
PSYC,PSYC053,Issues in Social Psychology,0,0,,0
PSYC,PSYC054.01,Issues in Applied Psychology,0,0,,0
PSYC,PSYC054.02,Health Psychology,1,10,SOC,5
PSYC,PSYC054.03,Forms of Therapy,1,6,SOC,-1
PSYC,PSYC054.05,Neuromarketing and Consumer Neuroscience,4,0,SOC,-3
PSYC,PSYC054.06,Dementia: From Synapse to Society,2,5,SOC,3
PSYC,PSYC054.07,Clinical Science Practicum,0,0,SOC,0
PSYC,PSYC054.08,Leadership,5,5,SOC,0
PSYC,PSYC054,Issues in Applied Psychology,0,0,,0
PSYC,PSYC059,An Introduction to Pscyhological Assessment,25,7,SOC,1
PSYC,PSYC060.01,Principles of Human Brain Mapping with fMRI,0,0,,0
PSYC,PSYC060,Principles of Human Brain Mapping with fMRI,14,2,TLA,-2
PSYC,PSYC061,Computational neuroscience: from synapses to networks,0,0,,1
PSYC,PSYC063,Experimental Study of Human Interaction,10,3,SOC,1
PSYC,PSYC065,Systems Neuroscience with Laboratory,12,3,SLA,-3
PSYC,PSYC070,Neuroscience Research,0,0,,0
PSYC,PSYC080.01,Neuroscience of Reward,0,1,,0
PSYC,PSYC080.02,Neuroeconomics,0,0,,0
PSYC,PSYC080.03,Spatial Cognition and Navigation: A Neurobiological Perspective,0,0,,0
PSYC,PSYC080.04,The Weight Among Us: What Neuroscience Can Teach Us About Obesity,0,2,,0
PSYC,PSYC080.05,"Mind, Brain, and Health",0,0,,0
PSYC,PSYC080.06,Advanced Seminar on Brain Evolution,1,0,,0
PSYC,PSYC081.03,Neuroscience of Visual Consciousness,0,0,,0
PSYC,PSYC081.04,Neural Basis of Human Imagination,0,0,,0
PSYC,PSYC081.05,"Technology, Psychology, and Neuroscience",0,0,,0
PSYC,PSYC081.06,Analog and Digital Brains,0,0,,0
PSYC,PSYC081.07,Decoding Human Brain Activity,0,0,,0
PSYC,PSYC081.08,Animal Cognition,0,0,,0
PSYC,PSYC081.09,Storytelling with Data,1,3,,1
PSYC,PSYC081.10,Neural Bases of Attention and Consciousness,0,0,,0
PSYC,PSYC081.11,Real-World Scene Perception,0,2,,0
PSYC,PSYC081.12,"Using Naturalistic Stimuli, Brain Imaging, and Big Data Methods to Understand Human Cognition",0,0,,0
PSYC,PSYC083.03,The Self,0,0,,0
PSYC,PSYC083.05,Affective Neuroscience,0,0,,0
PSYC,PSYC083.07,The Problem of Other Minds,0,1,,0
PSYC,PSYC083.08,Social And Neural Networks,0,-2,,-1
PSYC,PSYC083,Seminar Courses,20,4,,1
PSYC,PSYC084.03,Leadership,0,0,,0
PSYC,PSYC084.04,Clinical Science Practicum,0,0,,0
PSYC,PSYC084.05,The Power of Beliefs,0,0,,0
PSYC,PSYC084.06,Organizational Psychology,0,2,SOC,0
PSYC,PSYC085.03,Top-Down Processing and Plasticity in the Brain,0,0,,0
PSYC,PSYC085.04,"Development, Learning and Disorders",0,0,,0
PSYC,PSYC086.01,Selective Developmental Deficits,0,0,,0
PSYC,PSYC086.03,Understanding Others Through Social Cues,0,0,,0
PSYC,PSYC086.04,Bucci Fellows Seminar in Advanced Neuroscience,0,0,,0
PSYC,PSYC086.05,Future Directions in Psychological Science,0,0,,0
PSYC,PSYC087.01,Nature and Nurture,0,0,,0
PSYC,PSYC087.02,"Genes, Evolution, and Behavior",0,0,,0
PSYC,PSYC088,Independent Psychology Research,0,0,,1
PSYC,PSYC089.01,Honors Psychology Research I,0,0,,0
PSYC,PSYC089.02,Honors Psychology Research II,0,0,,0
PSYC,PSYC089,Honors Research,0,0,,1
PSYC,PSYC090,Independent Neuroscience Research,0,0,,1
PSYC,PSYC091.01,Honors Neuroscience Research I,0,0,,0
PSYC,PSYC091.02,Honors Neuroscience Research II,0,0,,0
PSYC,PSYC091,Honors Neuroscience Research,0,0,,1
PSYC,PSYC100,Proseminar,0,0,,2
PSYC,PSYC110,Measurement and Statistics I,0,0,,1
PSYC,PSYC111,Measurement and Statistics II,0,0,,1
PSYC,PSYC115,Supervised Undergraduate Teaching,0,0,,0
PSYC,PSYC117,Specialist Requirement,0,-1,,1
PSYC,PSYC118,Research Presentation,0,0,,1
PSYC,PSYC121,Perception,0,0,,0
PSYC,PSYC126,Systems/Behavioral Neuroscience,0,0,,0
PSYC,PSYC127,Functional Neuroanatomy,0,0,,0
PSYC,PSYC128,Cognitive Neuroscience,0,0,,1
PSYC,PSYC132,Programming for Psych Sciences,0,0,,0
PSYC,PSYC160,Imaging Methods,0,0,,0
PSYC,PSYC161,Intro to Prog for Psyc & Neuro,0,0,,0
PSYC,PSYC162,Human Electrophysiology Lab,0,0,,0
PSYC,PSYC164,Computational Methods,0,-1,,-1
PSYC,PSYC165,Best Practice for Eye Tracking,0,0,,0
PSYC,PSYC167,Pedagogy with Purpose,0,0,,0
PSYC,PSYC168,Experiential Learning,0,0,,0
PSYC,PSYC171,Brain Evolution,0,0,,0
PSYC,PSYC174,Computational Neuroscience: Brain Engineering,0,0,,1
PSYC,PSYC175,Current Issues in Behav Neuro,0,0,,0
PSYC,PSYC176,Neural Plasticity and Behavior,0,0,,1
PSYC,PSYC177,Interacting Minds,0,0,,0
PSYC,PSYC179,Seminar in Special Topics,0,0,,1
PSYC,PSYC187,Supervised Undergraduate Teaching,0,0,,1
PSYC,PSYC188,Graduate Research (1 credit),0,0,,1
PSYC,PSYC189,Independent Research,0,0,,1
PSYC,PSYC190,Predissertation Research,0,0,,1
PSYC,PSYC191,Dissertation Research,0,0,,1
PSYC,PSYC288,Graduate Research (2 credits),0,0,,1
PSYC,PSYC289,Independent Research,0,0,,1
PSYC,PSYC290,Predisseratation Research,0,0,,1
PSYC,PSYC291,Dissertation Research,0,0,,1
PSYC,PSYC388,Graduate Research (3 credits),0,0,,1
PSYC,PSYC389,Independent Research,0,0,,1
PSYC,PSYC390,Predissertation Research,0,0,,1
PSYC,PSYC391,Dissertation Research,0,0,,1
PSYC,PSYC700,Responsible and Ethical Conduct of Research,0,0,,0
PORT,PORT001,Portuguese I,3,2,,0
PORT,PORT002,Portuguese II,0,0,,0
PORT,PORT003,Portuguese III,1,3,,4
PORT,PORT007.01,Coloring Brazil,5,5,,5
PORT,PORT007,First-Year Seminars in Portuguese,0,0,,0
PORT,PORT008,Brazilian Portraits,0,1,"NW, ART, LIT, CI",1
PORT,PORT009,Writing and Speaking: A Cultural Approach,0,0,"NW, LIT",0
PORT,PORT010,Studies in Brazilian Culture and Society,0,0,NW,0
PORT,PORT011,Intensive Portuguese,2,7,,4
PORT,PORT012,Introduction to Brazilian Literature,3,1,"NW, LIT",0
PORT,PORT020,The Portuguese-Speaking World and its Literatures and Cultures: The Definition of an Identity,0,0,"LIT, CI",0
PORT,PORT025,Advanced Portuguese Composition,0,0,,0
PORT,PORT035.01,"Social, Political, and Cultural Trends in Contemporary Brazil",0,0,"SOC, NW",0
PORT,PORT035,Advanced Studies in Brazilian Culture and Society,0,0,,0
PORT,PORT036,Studies in Contemporary Brazilian Literature,0,0,,0
PORT,PORT060.03,America & the Oblique Gaze,0,0,"NW, LIT",0
PORT,PORT060,The Portuguese-Speaking World: Literature and Culture by Period,0,0,,0
PORT,PORT061.02,"Eroticism, Power &amp; Fiction",0,0,"NW, LIT",0
PORT,PORT061.03,ShortStoryLusophoneLit,1,0,"NW, LIT",0
PORT,PORT061,The Portuguese-Speaking World: Genre,0,0,,0
PORT,PORT062.01,FromTexttoTVtheMiniseries,0,0,"NW, LIT",0
PORT,PORT062.02,The Lusophone World Throughout Its Cinema: From Angola to Timor Leste,0,0,,0
PORT,PORT062.03,PoetryofBrazilianPopMusic,0,0,"NW, ART",0
PORT,PORT062,"Film Media, Performance, and the Arts in the Portuguese-Speaking World",0,0,,0
PORT,PORT063.03,Dismantling Paradise:  representations of violence in Brazilian arts,0,0,"NW, LIT",0
PORT,PORT063.08,The Many Faces of Brazilian Cinema,0,0,"NW, ART",0
PORT,PORT063,Special Topics. Literary and Cultural Productions of the Portuguese-Speaking World,0,0,,0
PORT,PORT080,Seminar,0,0,,0
PORT,PORT083,Independent Reading and Research,0,0,,0
PORT,PORT090,Honors Course,0,0,,0
PORT,PORT091,Honors Seminar,0,0,,0
PHYS,PHYS001,"Understanding the Universe: From Atoms to the Big Bang, with Laboratory",89,9,SLA,5
PHYS,PHYS002,Understanding the Universe: From Atoms to the Big Bang,87,13,SCI,4
PHYS,PHYS003,General Physics I,308,30,SLA,4
PHYS,PHYS004,General Physics II,93,2,SLA,-7
PHYS,PHYS005,Physics for Future Leaders,3,1,TAS,1
PHYS,PHYS007.02,History&Future of Universe,0,0,SCI,0
PHYS,PHYS007.05,Discovering the Universe,0,0,SCI,0
PHYS,PHYS007.06,The Origin of the Universe,3,1,SCI,1
PHYS,PHYS007.07,Nanotechnology and Society,5,4,SCI,2
PHYS,PHYS007.08,Aliens inFiction&Nonfiction;,1,-1,,-1
PHYS,PHYS007,First-year Seminars in Physics,28,5,,1
PHYS,PHYS013,Introductory Physics I,259,38,SLA,-44
PHYS,PHYS014,Introductory Physics II,131,36,SLA,-57
PHYS,PHYS015,"Introductory Physics I, Honors Section",110,49,SLA,-31
PHYS,PHYS016,"Introductory Physics II, Honors Section",42,13,SLA,-14
PHYS,PHYS019,Relativistic and Quantum Physics,37,6,SCI,1
PHYS,PHYS022,Appl Math Methods Physicist,3,2,SCI,0
PHYS,PHYS024,Quantum Physics of Matter: An Introduction,0,0,,0
PHYS,PHYS030,Biological Physics,0,0,"SCI, TAS",1
PHYS,PHYS031.01,Nonlinear Dynamics of Physical Systems,0,0,SCI,0
PHYS,PHYS031.02,Research Methods in 21st Century Physics and Astronomy,0,0,SCI,0
PHYS,PHYS031.03,Research Methods in 21st Century Astronomy in South Africa,0,0,,0
PHYS,PHYS031.04,Research Methods in 21st Century Astronomy,1,1,SLA,1
PHYS,PHYS031,Explore Physics!,0,0,SCI,1
PHYS,PHYS040,Quantum Physics of Matter,7,12,SCI,0
PHYS,PHYS041,Electricity and Magnetism,23,6,SCI,-15
PHYS,PHYS042,Introductory Quantum Mechanics,15,4,SCI,1
PHYS,PHYS043,Statistical Physics,35,3,SCI,-1
PHYS,PHYS044,Mechanics,9,6,SCI,-1
PHYS,PHYS047,Optics,11,4,SLA,1
PHYS,PHYS048,Electronics: Introduction to Linear and Digital Circuits,0,0,TLA,2
PHYS,PHYS050,Introductory Quantum Mechanics,4,1,SCI,1
PHYS,PHYS066,Relativistic Electrodynamics,3,1,SCI,0
PHYS,PHYS068,Introductory Plasma Physics,5,1,SCI,1
PHYS,PHYS070,Fourier Transforms and Complex Variables,1,0,QDS,1
PHYS,PHYS072,Introductory Particle Physics,4,1,SCI,0
PHYS,PHYS073,Introductory Condensed Matter Physics,3,1,SCI,1
PHYS,PHYS074,Space Plasma Physics,0,0,SCI,1
PHYS,PHYS075,Quantum Computation and Information,6,3,QDS,1
PHYS,PHYS076,Methods of Experimental Physics,5,3,SLA,1
PHYS,PHYS077,Introduction to General Relativity and Gravitation,2,5,SCI,-4
PHYS,PHYS082.01,Question Reality,0,0,,0
PHYS,PHYS082.02,Introductory Mathematical Methods for Physicists,1,3,QDS,0
PHYS,PHYS082,Special Topics Seminar,0,0,,1
PHYS,PHYS085.01,Reading Course,0,0,,0
PHYS,PHYS085,Reading Course,0,0,,1
PHYS,PHYS087.01,Undergraduate Research,0,0,,0
PHYS,PHYS087,Undergraduate Research,0,0,,2
PHYS,PHYS090,Intermediate Quantum Mechanics,3,0,SCI,1
PHYS,PHYS091,Intermediate Quantum Mechanics,0,0,,0
PHYS,PHYS092,Physics of the Early Universe,2,3,SCI,-1
PHYS,PHYS100,Mathematical Methods for Physicists,0,0,,1
PHYS,PHYS101,Classical Mechanics,0,0,,1
PHYS,PHYS103,Advanced Quantum Mechanics,0,0,,1
PHYS,PHYS104,Statistical Mechanics I,0,0,,1
PHYS,PHYS105,Electromagnetic Theory I,0,0,,1
PHYS,PHYS106,Electromagnetic Theory II,0,0,,1
PHYS,PHYS107,Relativistic Quantum Field Theory,0,0,,1
PHYS,PHYS108,Fluid Mechanics,0,0,,1
PHYS,PHYS109,Statistical Mechanics II,0,0,,1
PHYS,PHYS110,Methods in Applied Mathematics II,0,0,,1
PHYS,PHYS111,Plasma Kinetic Theory,0,0,,1
PHYS,PHYS113,Microscopic Theory of Solids,0,0,,1
PHYS,PHYS114,General Relativity and Cosmology,0,0,,1
PHYS,PHYS115,Magnetohydrodynamics,0,0,,0
PHYS,PHYS116,Quantum Information Science,0,0,,1
PHYS,PHYS118,Computational Plasma Dynamics,0,0,,1
PHYS,PHYS120,Nonlinear Systems,0,0,,1
PHYS,PHYS121,Seminar,0,0,,1
PHYS,PHYS122,Special Topics,0,0,,1
PHYS,PHYS123,Optics,0,0,,1
PHYS,PHYS124,Optical Devices and Systems,0,0,,1
PHYS,PHYS126,Semiconductor Theory and Devices,0,0,,1
PHYS,PHYS127,Reading Course,0,0,,1
PHYS,PHYS128,Methods of Materials Characterization,0,0,,1
PHYS,PHYS129,Enterprise Experience Internship,0,0,,0
PHYS,PHYS137,Graduate Research I: Level I,0,0,,1
PHYS,PHYS138,Graduate Research I: Level II,0,0,,1
PHYS,PHYS139,Graduate Research I: Level III,0,0,,1
PHYS,PHYS256,Instruction in Teaching for Graduate Students,0,0,,1
PHYS,PHYS257,Supervised Undergraduate Teaching,0,0,,1
PHYS,PHYS297,Graduate Research II: Level I,0,0,,1
PHYS,PHYS298,Graduate Research II: Level II,0,0,,1
PHYS,PHYS299,Graduate Research II: Level III,0,0,,1
PHYS,PHYS700,Resp & Ethical Conduct of  Res,0,0,,0
PHIL,PHIL001.01,The Problems of Philosophy,3,8,TMV,7
PHIL,PHIL001.02,Existentialist Ethics,0,2,TMV,-1
PHIL,PHIL001.03,Philosophy and Economics,7,12,TMV,3
PHIL,PHIL001.04,"God, Darwin, and the Cosmos",5,2,TMV,4
PHIL,PHIL001.05,"Reasons, Values, Persons",6,13,TMV,0
PHIL,PHIL001.06,Classic and Experimental Philosophy,0,0,,0
PHIL,PHIL001.07,"Life, Death, Relationships, and Meaning",1,-2,TMV,-2
PHIL,PHIL001.08,Philosophy of Time & Time Travel,4,24,TMV,5
PHIL,PHIL001.09,"Science, Superstition, and Skepticism",8,13,TMV,0
PHIL,PHIL001.10,"Minds, Meanings, and Images",1,0,TMV,-1
PHIL,PHIL001.11,"True, Beautiful, Nasty: Philosophy and The Arts",2,4,TMV,1
PHIL,PHIL001.12,Philosophy and Tragedy,0,0,TMV,0
PHIL,PHIL001.13,The Historical Philosophy of W.E.B. Du Bois,1,-1,,0
PHIL,PHIL001.14,"Knowledge, Truth, and Power",0,2,TMV,3
PHIL,PHIL001.15,Selves and Stories,0,0,TMV,0
PHIL,PHIL001.16,"Morality, Freedom, and the Mind",5,17,TMV,0
PHIL,PHIL001.17,"Race and Modernity: W.E.B. DuBois, James Baldwin, Lorraine Hansberry",0,-1,"LIT, W",-1
PHIL,PHIL001.18,"The Self in Philosophy, Psychology, and Neuroscience",6,14,TMV,13
PHIL,PHIL001.19,"Identity, Liberalism, and Democracy",0,0,TMV,0
PHIL,PHIL001,Introduction to Philosophical Topics,0,0,,0
PHIL,PHIL003,Reason and Argument,111,16,TMV,-6
PHIL,PHIL004.01,Feminist Perspectives on Reproductive Ethics,0,0,TMV,0
PHIL,PHIL004,Philosophy and Gender,6,6,"TMV, CI",12
PHIL,PHIL005,Philosophy and Medicine,4,15,TMV,4
PHIL,PHIL006,Logic and Language,47,19,QDS,-9
PHIL,PHIL007.01,Contemporary Moral Issues,7,16,TMV,12
PHIL,PHIL007,First-Year Seminars in Philosophy,39,6,,1
PHIL,PHIL008,Introduction to Moral Philosophy,35,21,TMV,0
PHIL,PHIL009.01,Reproductive Ethics,4,11,TMV,7
PHIL,PHIL009.02,Environmental Ethics,1,6,TMV,0
PHIL,PHIL009.04,The Ethics of Food Choice and Food Policy,0,0,TMV,0
PHIL,PHIL009.06,"Friends, Lovers, and Comrades: Ethical Issues of Special Relationships",1,4,TMV,3
PHIL,PHIL009.07,"Ethics of Freedom, Paternalism, and Intervention",4,4,TMV,0
PHIL,PHIL009.08,Ethics and Information Technology,2,3,TMV,1
PHIL,PHIL009,Applied Ethics,28,4,TMV,7
PHIL,PHIL010,Philosophy and Cognitive Science,1,1,TAS,-1
PHIL,PHIL011,Ancient Greek and Roman Philosophy,19,7,"W, TMV",0
PHIL,PHIL012.01,Medieval Philosophy of Language and Reality,0,0,,0
PHIL,PHIL012,Medieval and Renaissance Philosophy,2,-1,"W, TMV",0
PHIL,PHIL013.01,17th Century Rationalists,0,2,"W, TMV",0
PHIL,PHIL013.02,British Empiricism,0,0,"W, TMV",0
PHIL,PHIL013.03,The British Moralists,0,0,"W, TMV",0
PHIL,PHIL013,Early Modern Philosophy,19,4,"W, TMV",3
PHIL,PHIL016.01,Self-Consciousness in German Idealism,2,-1,"W, TMV",-3
PHIL,PHIL016.02,"Kant on Moral, Legal, and Political Philosophy",1,0,"W, TMV",-1
PHIL,PHIL016.03,Hegel and Marx,0,2,TMV,0
PHIL,PHIL016,Late Modern Philosophy,9,1,,1
PHIL,PHIL019.01,Wittgenstein,0,0,"W, TMV",0
PHIL,PHIL019.02,Transcendental Philosophy in Husserl and Heidegger,1,1,"W, TMV",-3
PHIL,PHIL019.03,Positivism and Ordinary Language Philosophy,0,2,"W, TMV",0
PHIL,PHIL019.04,American Pragmatism,2,0,"W, TMV",0
PHIL,PHIL019,History of 19th/20th Century Philosophy,0,0,,1
PHIL,PHIL021,Philosophy of Human Nature,3,2,,1
PHIL,PHIL022,Feminism and Philosophy,4,3,"TMV, CI",4
PHIL,PHIL023.01,Ethics and the Arts,0,0,TMV,0
PHIL,PHIL023.02,Philosophy and the Cinematic Arts,0,0,ART,0
PHIL,PHIL023.03,Art and Its Nature,0,0,ART,0
PHIL,PHIL023,Art and Aesthetics,5,1,,1
PHIL,PHIL024,Law and Philosophy,22,12,"W, TMV",2
PHIL,PHIL025,Philosophy of Cognitive Science,18,4,TAS,-3
PHIL,PHIL026,Philosophy and Computers,36,1,TAS,18
PHIL,PHIL027,Philosophy of Science,2,0,TMV,3
PHIL,PHIL028.01,Heidegger's Being and Time,0,0,"W, TMV",0
PHIL,PHIL028.02,Phenomenology and the Mimetic Arts,0,1,"W, TMV",0
PHIL,PHIL028,Phenomenology and Existentialism,1,3,"W, TMV",0
PHIL,PHIL029.01,Of Time and Necessity: Philosophy of Logic,0,0,,0
PHIL,PHIL029.02,The Infinite,1,1,TMV,0
PHIL,PHIL029,Philosophy of Logic and Mathematics,2,4,TMV,0
PHIL,PHIL030,Epistemology and Methodology,10,3,TMV,-1
PHIL,PHIL031.01,Space and Time,0,1,,0
PHIL,PHIL031.04,Realism and AntiRealism,0,0,TMV,0
PHIL,PHIL031.05,"Time, Truth and Fate",0,0,TMV,0
PHIL,PHIL031.06,"Free Will, Agency and Responsibility",0,1,TMV,0
PHIL,PHIL031.07,The Social World,0,0,TMV,0
PHIL,PHIL031.08,Puzzles of the Material World,0,0,,0
PHIL,PHIL031.09,Metaphysics of Race,0,0,TMV,0
PHIL,PHIL031,Metaphysics,12,1,TMV,1
PHIL,PHIL032,Intermediate Logic,2,2,QDS,0
PHIL,PHIL033,Philosophy of Logic,0,0,,1
PHIL,PHIL034,Language and Thought,9,4,TMV,0
PHIL,PHIL035.01,Theories of Consciousness,2,2,TMV,0
PHIL,PHIL035,Mind and Psychology,17,2,TMV,0
PHIL,PHIL036,Metaethics,0,2,TMV,0
PHIL,PHIL037.01,Consequences and Contracts,0,0,,0
PHIL,PHIL037,Ethical Theory,11,-1,TMV,0
PHIL,PHIL038.01,"Edistribs1, Justice, and Democracy",1,1,TMV,0
PHIL,PHIL038.02,"Ethics, Politics, and the Law",0,2,TMV,0
PHIL,PHIL038.03,"Race, Justice, and the Law",0,0,TMV,0
PHIL,PHIL038,Social and Political Philosophy,1,1,TMV,1
PHIL,PHIL039.01,Foucault,0,0,,0
PHIL,PHIL039,Critical Theory and Post-Structuralism,0,0,,1
PHIL,PHIL040,"Race, Gender, Sexuality",0,0,"TMV, CI",0
PHIL,PHIL045.01,Paradoxes and Puzzles,0,0,,0
PHIL,PHIL045.02,"God, Belief, and Evil",0,0,,0
PHIL,PHIL045.03,Consent in Philosophy and Law,1,2,TMV,0
PHIL,PHIL045.04,Embodied Cognition,0,0,,0
PHIL,PHIL045,Special Topics in Philosophy,0,0,,1
PHIL,PHIL050.09,Personal Identity and the Self,0,1,TMV,0
PHIL,PHIL050.14,"Property, Markets, and Capitalism",0,0,TMV,0
PHIL,PHIL050.15,Neuroethics,0,0,TMV,0
PHIL,PHIL050.17,Global Expressive Rights,0,0,TMV,0
PHIL,PHIL050.18,Animal Minds,0,0,TMV,0
PHIL,PHIL050.20,The Social Mind,0,0,,0
PHIL,PHIL050.21,Current Research in Social/Political Philosophy,0,0,TMV,0
PHIL,PHIL050.22,Value,1,1,TMV,0
PHIL,PHIL050.23,Virtue Ethics,0,0,TMV,0
PHIL,PHIL050.24,Moral Epistemology,0,0,TMV,0
PHIL,PHIL050.25,Moral Sentimentalism,0,0,TMV,0
PHIL,PHIL050.26,Philosophy and the Quantum World,0,0,,0
PHIL,PHIL050.27,Categories,0,0,TMV,0
PHIL,PHIL050.28,Philosophy of Time,0,0,TMV,0
PHIL,PHIL050.30,Freedom of Expression,0,0,TMV,0
PHIL,PHIL050.31,Classics of Modern Aesthetics,1,0,TMV,0
PHIL,PHIL050.32,Love and Respect,1,0,TMV,0
PHIL,PHIL050.33,Necessity and Possibility,0,1,TMV,0
PHIL,PHIL050.34,Experiencing Time,0,-2,TMV,-2
PHIL,PHIL050.35,"Mind, Language, and Morality",0,1,TMV,0
PHIL,PHIL050.36,Propaganda,0,2,TMV,0
PHIL,PHIL050.37,Self-Consciousness,0,0,TMV,0
PHIL,PHIL050.38,Epistemology of Oppression,0,0,TMV,0
PHIL,PHIL050,Advanced Seminar in Philosophy,16,1,,1
PHIL,PHIL060,Foreign Study in Philosophy I,3,1,TMV,1
PHIL,PHIL061,Foreign Study in Philosophy II,3,1,TMV,1
PHIL,PHIL080.01,Kant's Critique of Pure Reason,0,0,,0
PHIL,PHIL080.05,Metametaphysics,0,0,TMV,0
PHIL,PHIL080.06,Images!,0,1,TMV,1
PHIL,PHIL080.11,Ethical Issues in Artificial Intelligence,0,0,,0
PHIL,PHIL080.12,"Free Will, Responsibility and the Brain",0,0,,0
PHIL,PHIL080.13,"Love, Respect, and Moral Obligation",0,0,,0
PHIL,PHIL080.14,"Kant on Being, Goodness, and Beauty",0,0,TMV,0
PHIL,PHIL080.15,Epistemic Normativity,0,0,TMV,0
PHIL,PHIL080.16,Plato's (Super)Naturalism,0,0,TMV,0
PHIL,PHIL080.17,"Unity, Necessity, Infinity: Themes from Leibniz",0,0,,0
PHIL,PHIL080.18,Beauty,0,0,TMV,0
PHIL,PHIL080.19,Quine,0,0,TMV,0
PHIL,PHIL080.20,Controversies in Feminist Philosophy,0,0,TMV,0
PHIL,PHIL080.21,Philosophical Methodology,0,0,TMV,0
PHIL,PHIL080.22,Secondary Qualities,0,0,TMV,0
PHIL,PHIL080.23,Philosophy and the Quantum World,1,1,TMV,0
PHIL,PHIL080.24,"The Real, the True, and the Vaguely",0,0,TMV,0
PHIL,PHIL080.25,Imagination,0,0,TMV,0
PHIL,PHIL080.26,Conceptual Ethics and Conceptual Engineering,0,1,TMV,0
PHIL,PHIL080.27,Marx and Marxism,0,0,TMV,0
PHIL,PHIL080.28,"Reasons, Value, and Well-Being",1,1,TMV,0
PHIL,PHIL080.29,The Ethics of Neuroscience,0,0,TMV,0
PHIL,PHIL080,Culminating Experience in Philosophy,10,2,,1
PHIL,PHIL086,Research in Philosophy for the Ethics Minor,0,0,,1
PHIL,PHIL087,Research in Philosophy,0,0,,1
PHIL,PHIL089,Honors Program I,0,0,,1
PHIL,PHIL090,Honors Program II,0,0,,0
PBPL,PBPL005,Introduction to Public Policy,91,25,"SOC, W",-57
PBPL,PBPL007,Leadership in Foreign Policy Decision-making,0,0,,1
PBPL,PBPL010,Statistical Analysis for Public Policy,0,0,,2
PBPL,PBPL020,Contemporary Issues in American Politics and Public Policy,0,1,,1
PBPL,PBPL021,Crisis and Strategy in American Foreign Policy,0,1,"INT, SOC",0
PBPL,PBPL026,Health Politics and Policy,2,9,"SOC, W",1
PBPL,PBPL027,Affirmative Action in Higher Education,0,3,"SOC, CI",-2
PBPL,PBPL028,"Law, Courts, and Judges",2,3,"SOC, W, TMV",0
PBPL,PBPL040,Economics of Public Policymaking,18,14,"SOC, W",-6
PBPL,PBPL041,Writing and Speaking Public Policy,8,11,"ART, W",6
PBPL,PBPL042,Ethics and Public Policy,2,4,"W, TMV",0
PBPL,PBPL043,Social Entrepreneurship,0,0,"SOC, W",0
PBPL,PBPL044,"Polling, Public Opinion, and Public Policy",2,1,"SOC, W",0
PBPL,PBPL045,Introduction to Public Policy Research,19,7,"SOC, W",-1
PBPL,PBPL046,Policy Implementation,1,0,"SOC, W",0
PBPL,PBPL047,Foundations of Leadership,0,0,,1
PBPL,PBPL048,Policy Analysis and Local Governance,0,0,,1
